"longtrip","primfish","mail","status","id_code","asgnum","intcd","year","month","day","intv","time","st","cnty","nights","days","peotrav","peofish","afuelexp","afuelnum","arentexp","arentnum","ptransexp","ptransnum","lodgexp","lodgnum","grocexp","grocnum","restexp","restnum","tackexp","tacknum","baitexp","baitnum","iceexp","icenum","feesexp","feesnum","parkexp","parknum","othexp","othnum","other_verb","bfuelexp","bfuelnum","brentexp","brentnum","guideexp","guidenum","crewexp","crewnum","procexp","procnum","percent","date1","giftnum","mode_fx","ffdays12","st_res","sub_reg","wave","intid","wave1","miles","miled","giftsexp","giftsnum","miscexp","miscnum","totexp","totnum","othexp_o","commlic","boat","howlie","q19","q19a","q19b","res","int","mailed","mid_phone","years","beach","pier","privboat","charter","daysus","st_fish_a","st_fish_b","st_fish_c","st_fish_d","st_fish_e","st_fish_oth","fishal","fishak","fishca","fishct","fishde","fishfl","fishga","fishhi","fishla","fishme","fishmd","fishma","fishms","fishnh","fishnj","fishny","fishnc","fishor","fishri","fishsc","fishtx","fishva","fishwa","fishoth","moneygear","rodsexp_p","rodsexp","rodsperc","rodssalt","tackleexp_p","tackleexp","tackleperc","tacklesalt","gearexp_p","gearexp","gearperc","gearsalt","campexp_p","campexp","campperc","campsalt","clothexp_p","clothexp","clothperc","clothsalt","glassesexp_p","glassesexp","glassesperc","glassessalt","subscribe_p","subscribe","taxexp_p","taxexp","taxperc","taxsalt","clubsexp_p","clubsexp","clubsperc","clubssalt","licenses_p","licenses","ownboat","perctime","boatlngth","motorized","horsepower","boatexp_p","boatexp","boatst_a","boatst_b","boatst_c","boatst_d","boatst_e","boatst_oth","boatfin","boatnew","boatdealer","canoeexp_p","canoeexp","canoest_a","canoest_b","canoest_c","canoest_d","canoest_e","canoest_oth","canoefin","canoenew","canoedealer","accexp_p","accexp","accst_a","accst_b","accst_c","accst_d","accst_e","acc_oth","accfin","accnew","accdealer","storageexp_p","storageexp","storagest_a","storagest_b","storagest_c","storagest_d","storagest_e","storage_oth","maintexp_p","maintexp","maintst_a","maintst_b","maintst_c","maintst_d","maintst_e","maint_oth","licexp_p","licexp","licst_a","licst_b","licst_c","licst_d","licst_e","lic_oth","boatinsexp_p","boatinsexp","boatinsst_a","boatinsst_b","boatinsst_c","boatinsst_d","boatinsst_e","boatins_oth","ownvehicle","vehicleperc","vehicleexp_p","vehicleexp","vehiclest_a","vehiclest_b","vehiclest_c","vehiclest_d","vehiclest_e","vehicle_oth","vehiclefin","vehiclenew","vehicledealer","repairexp_p","repairexp","repairst_a","repairst_b","repairst_c","repairst_d","repairst_e","repair_oth","vehinsexp_p","vehinsexp","vehinsst_a","vehinsst_b","vehinsst_c","vehinsst_d","vehinsst_e","vehins_oth","secondhome","secondhomeperc","secondhomest_a","secondhomest_b","secondhomest_c","secondhomest_d","secondhomest_e","secondhome_oth","secondhomeexp_p","secondhomeexp","secondhomefin","secondhomenew","secondhomeagent","secondhomerepexp_p","secondhomerepexp","secondhomeinsexp_p","secondhomeinsexp","gender","yearborn","age_learn","taught_a","taughtm_o","taughtf_o","taughto_o","reason_p","education","employ_a","employ_b","employ_c","employ_d","employ_e","employ_f","employ_g","employ_o","ethnic","race_a","race_b","race_c","race_d","race_e","hours","income","dispo","source","stabbr","reason1","reason2","reason3","phonenum","qver","stname","yearwave","survey_type","masterid","midsuff","strata","qver_hi","mode_f","cust","permitnbr","birthdate_zip_issuedate_wave","recid_wave","wildid_wave","idcode_edate","personid_birthdate_obsnum","docid_obsnum_wave","source_index","fl_phone","boatinsstate","canoestate","maintstate","repairstate","secondhomestate","storagestate","vehinsstate","vehiclestate","intered","dayssalt","daysfresh","fishoth_o","resak","reconly","subonly","personly","dkonly","tripmo","tripdy","tripyr","target","species1","species2","timeoff","numtrav","numfished","recreation","otransexp","otransnum","ofoodexp","ofoodnum","moorexp","moornum","ofishexp","ofishnum","daysfish","money","caughtmarlin","nummarlin","bigmarlin","sell","commfish","fulltime","boatst","canoest","accst","storagest","maintst","licst","boatinsst","vehiclest","repairst","vehinsst","secondhomest","mosta1","mostb1","mostc1","mosttrips1","leasta1","leastb1","leastc1","leasttrips1","mosta2","mostb2","mostc2","mosttrips2","leasta2","leastb2","leastc2","leasttrips2","mosta3","mostb3","mostc3","mosttrips3","leasta3","leastb3","leastc3","leasttrips3","results","incomebluefin","fish_o","food_o","othpref_o","oth_o","trans_o","rectrip","percexp","othperc","othsalt","incomefish","qgroup","sellx","commfishx","fulltimex","targetx","longtripx","call_varx","caughtmarlinx","stx","resakx","moneygearx","ownboatx","ownvehiclex","secondhomex","reason1x","reason2x","afford","tournum","marlin","bill","mahi","ono","yellow","bigeye","othpref","holoholo","kaukau","expense","profit","trophy","release","trophysize","die","kept","tag","ice","big","over300","fishfrom_1","fishfrom_2","fishfrom_3","fishfrom_4","fishfrom_5","bad_city","ak_res","hi_res","wa_res","otherexp","mail_wave","license","intercept","location_1","location_1_address","location_1_city","location_1_state","location_1_zip","location_2","location_2_address","location_2_city","location_2_state","location_2_zip","location_3","location_3_address","location_3_city","location_3_state","location_3_zip","location_4","location_4_address","location_4_city","location_4_state","location_4_zip","location_5","location_5_address","location_5_city","location_5_state","location_5_zip","location_6","location_6_address","location_6_city","location_6_state","location_6_zip","location_7","location_7_address","location_7_city","location_7_state","location_7_zip","location_8","location_8_address","location_8_city","location_8_state","location_8_zip","location_9","location_9_address","location_9_city","location_9_state","location_9_zip"
"2","1","2","1","1535820060422010","1","5358","2006","4","22","15","1703","12","91","2","1","11","11","200","11","0","0","0","0","1068","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0",,"0","2000","11","360","11","0","0","100","12MAY200610:15",,"5","1","12","7","2","692","2","47.7","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-87.046558 30.39178)",,,"12","32563",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"4","1000920060507010","1","9","2006","5","7","12","1628","12","57",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"07JUN200610:15",,"3","52","12","7","3","540","3","5.6","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-82.580605 28.007674)",,,"12","33615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","2","1","1000920060507010","1","9","2006","5","7","16","1744","12","57","998","998","2","1","0","0","0","0","0","0","0","0","15","2","10","2","0","0","5","1","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","100","07JUN200610:15",,"3","12","12","7","3","540","3","9.5","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-82.558909 28.067995)",,,"12","33625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","1","1","1000920060507000","1","9","2006","5","7","9","1500","12","57","998","998","2","2","6","2","0","0","0","0","0","0","1","1","6","1","2","1","8","2","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","100","07JUN200610:15",,"3","200","12","7","3","540","3","12","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"POINT (-82.458776 27.947423)",,,"FL","33673","POINT (-82.463342 27.985044)",,,"12","33603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","1","2","2","1535820060609010","1","5358","2006","6","9","19","1440","12","91","4","2","50","4","8888","88","8888","88","8888","88","8888","88","8888","88","8888","88","8888","88","8888","88","8888","88","8888","88","8888","88","8888","88",,,"0",,"0","8888","88","8888","88","8888","88","998","12JUL200610:15",,"5","6","13","7","3","599","3","284.7","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-84.834245 33.39254)",,,"12","30263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","2","1","1000920060513000","1","9","2006","5","13","1","1319","12","103","998","998","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","2","0","0","0","0","5","2","0","0",,"0","0","0","0","0","0","0","0","0","0","100","07JUN200610:15",,"7","1","12","7","3","888","3",,,,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,"12","99998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3","1535720060826010","1","5357","2006","8","26","15","1342","12","5",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"11SEP200610:15",,"5","1","13","7","4","664","4","244.6","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-84.462482 32.997621)",,,"12","30258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3","1535720060916000","1","5357","2006","9","16","5","1651","12","5",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"10OCT200610:15","0","5","2","47","7","5","663","5","500.7","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-85.526843 36.201653)",,,"12","38501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3","1535720060826000","1","5357","2006","8","26","7","1303","12","5",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"11SEP200610:15",,"5","1","1","7","4","664","4","156.9","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-86.334316 31.990978)",,,"12","36046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3","1535720060606010","1","5357","2006","6","6","14","1606","12","5",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"12JUL200610:15",,"5","2","13","7","3","664","3","405.6","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-85.277473 34.957078)",,,"12","30741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","2","1","1000920060513000","1","9","2006","5","13","4","1410","12","103","998","998","3","3","0","0","0","0","0","0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","100","07JUN200610:15",,"7","52","12","7","3","888","3","6.3","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-82.759572 27.853833)",,,"12","33777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","2","1","1000920060507010","1","9","2006","5","7","17","1756","12","57","998","998","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","100","07JUN200610:15",,"3","1","12","7","3","540","3","5.6","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-82.580605 28.007674)",,,"12","33615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","2","1","1000920060513000","1","9","2006","5","13","2","1400","12","103","998","998","3","3","0","0","0","0","0","0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","5","0","0","0",,"0","0","0","0","0","0","0","0","0","0","100","07JUN200610:15",,"7","52","12","7","3","888","3","14.1","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-82.652049 27.877759)",,,"12","33716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3","1535720061008010","1","5357","2006","10","8","14","2011","12","5",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"13NOV200610:15","0","7","40","12","7","5","333","5","7.6","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-85.644636 30.236389)",,,"12","32444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"4","1535820060529000","1","5358","2006","5","29","6","1230","12","91",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"07JUN200610:15",,"5","1","47","7","3","693","3","521.2","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-88.32572 36.305637)",,,"12","38242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3","1535720060926000","1","5357","2006","9","26","7","1622","12","5",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"10OCT200610:15","0","5","52","12","7","5","664","5","1.7","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-85.921074 30.289463)",,,"12","32413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","2","2","2","1535820060406000","1","5358","2006","4","6","2","1312","12","91","5","1","10","3","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99",,,"0",,"0","9999","99","9999","99","9999","99","999","12MAY200610:15",,"5","1","18","7","2","692","2","882.5","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-85.73324 41.409843)",,,"12","46567",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3","1535720061015010","1","5357","2006","10","15","10","1925","12","45",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"13NOV200610:15","0","7","20","13","7","5","854","5","366.8","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-84.464391 34.112675)",,,"12","30188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
