"longtrip","primfish","mail","status","id_code","asgnum","intcd","year","month","day","intv","time","st","cnty","nights","days","peotrav","peofish","afuelexp","afuelnum","arentexp","arentnum","ptransexp","ptransnum","lodgexp","lodgnum","grocexp","grocnum","restexp","restnum","tackexp","tacknum","baitexp","baitnum","iceexp","icenum","feesexp","feesnum","parkexp","parknum","othexp","othnum","other_verb","bfuelexp","bfuelnum","brentexp","brentnum","guideexp","guidenum","crewexp","crewnum","procexp","procnum","percent","date1","giftnum","mode_fx","ffdays12","st_res","sub_reg","wave","intid","wave1","miles","miled","giftsexp","giftsnum","miscexp","miscnum","totexp","totnum","othexp_o","commlic","boat","howlie","q19","q19a","q19b","res","int","mailed","mid_phone","years","beach","pier","privboat","charter","daysus","st_fish_a","st_fish_b","st_fish_c","st_fish_d","st_fish_e","st_fish_oth","fishal","fishak","fishca","fishct","fishde","fishfl","fishga","fishhi","fishla","fishme","fishmd","fishma","fishms","fishnh","fishnj","fishny","fishnc","fishor","fishri","fishsc","fishtx","fishva","fishwa","fishoth","moneygear","rodsexp_p","rodsexp","rodsperc","rodssalt","tackleexp_p","tackleexp","tackleperc","tacklesalt","gearexp_p","gearexp","gearperc","gearsalt","campexp_p","campexp","campperc","campsalt","clothexp_p","clothexp","clothperc","clothsalt","glassesexp_p","glassesexp","glassesperc","glassessalt","subscribe_p","subscribe","taxexp_p","taxexp","taxperc","taxsalt","clubsexp_p","clubsexp","clubsperc","clubssalt","licenses_p","licenses","ownboat","perctime","boatlngth","motorized","horsepower","boatexp_p","boatexp","boatst_a","boatst_b","boatst_c","boatst_d","boatst_e","boatst_oth","boatfin","boatnew","boatdealer","canoeexp_p","canoeexp","canoest_a","canoest_b","canoest_c","canoest_d","canoest_e","canoest_oth","canoefin","canoenew","canoedealer","accexp_p","accexp","accst_a","accst_b","accst_c","accst_d","accst_e","acc_oth","accfin","accnew","accdealer","storageexp_p","storageexp","storagest_a","storagest_b","storagest_c","storagest_d","storagest_e","storage_oth","maintexp_p","maintexp","maintst_a","maintst_b","maintst_c","maintst_d","maintst_e","maint_oth","licexp_p","licexp","licst_a","licst_b","licst_c","licst_d","licst_e","lic_oth","boatinsexp_p","boatinsexp","boatinsst_a","boatinsst_b","boatinsst_c","boatinsst_d","boatinsst_e","boatins_oth","ownvehicle","vehicleperc","vehicleexp_p","vehicleexp","vehiclest_a","vehiclest_b","vehiclest_c","vehiclest_d","vehiclest_e","vehicle_oth","vehiclefin","vehiclenew","vehicledealer","repairexp_p","repairexp","repairst_a","repairst_b","repairst_c","repairst_d","repairst_e","repair_oth","vehinsexp_p","vehinsexp","vehinsst_a","vehinsst_b","vehinsst_c","vehinsst_d","vehinsst_e","vehins_oth","secondhome","secondhomeperc","secondhomest_a","secondhomest_b","secondhomest_c","secondhomest_d","secondhomest_e","secondhome_oth","secondhomeexp_p","secondhomeexp","secondhomefin","secondhomenew","secondhomeagent","secondhomerepexp_p","secondhomerepexp","secondhomeinsexp_p","secondhomeinsexp","gender","yearborn","age_learn","taught_a","taughtm_o","taughtf_o","taughto_o","reason_p","education","employ_a","employ_b","employ_c","employ_d","employ_e","employ_f","employ_g","employ_o","ethnic","race_a","race_b","race_c","race_d","race_e","hours","income","dispo","source","stabbr","reason1","reason2","reason3","phonenum","qver","stname","yearwave","survey_type","masterid","midsuff","strata","qver_hi","mode_f","cust","permitnbr","birthdate_zip_issuedate_wave","recid_wave","wildid_wave","idcode_edate","personid_birthdate_obsnum","docid_obsnum_wave","source_index","fl_phone","boatinsstate","canoestate","maintstate","repairstate","secondhomestate","storagestate","vehinsstate","vehiclestate","intered","dayssalt","daysfresh","fishoth_o","resak","reconly","subonly","personly","dkonly","tripmo","tripdy","tripyr","target","species1","species2","timeoff","numtrav","numfished","recreation","otransexp","otransnum","ofoodexp","ofoodnum","moorexp","moornum","ofishexp","ofishnum","daysfish","money","caughtmarlin","nummarlin","bigmarlin","sell","commfish","fulltime","boatst","canoest","accst","storagest","maintst","licst","boatinsst","vehiclest","repairst","vehinsst","secondhomest","mosta1","mostb1","mostc1","mosttrips1","leasta1","leastb1","leastc1","leasttrips1","mosta2","mostb2","mostc2","mosttrips2","leasta2","leastb2","leastc2","leasttrips2","mosta3","mostb3","mostc3","mosttrips3","leasta3","leastb3","leastc3","leasttrips3","results","incomebluefin","fish_o","food_o","othpref_o","oth_o","trans_o","rectrip","percexp","othperc","othsalt","incomefish","qgroup","sellx","commfishx","fulltimex","targetx","longtripx","call_varx","caughtmarlinx","stx","resakx","moneygearx","ownboatx","ownvehiclex","secondhomex","reason1x","reason2x","afford","tournum","marlin","bill","mahi","ono","yellow","bigeye","othpref","holoholo","kaukau","expense","profit","trophy","release","trophysize","die","kept","tag","ice","big","over300","fishfrom_1","fishfrom_2","fishfrom_3","fishfrom_4","fishfrom_5","bad_city","ak_res","hi_res","wa_res","otherexp","mail_wave","license","intercept","location_1","location_1_address","location_1_city","location_1_state","location_1_zip","location_2","location_2_address","location_2_city","location_2_state","location_2_zip","location_3","location_3_address","location_3_city","location_3_state","location_3_zip","location_4","location_4_address","location_4_city","location_4_state","location_4_zip","location_5","location_5_address","location_5_city","location_5_state","location_5_zip","location_6","location_6_address","location_6_city","location_6_state","location_6_zip","location_7","location_7_address","location_7_city","location_7_state","location_7_zip","location_8","location_8_address","location_8_city","location_8_state","location_8_zip","location_9","location_9_address","location_9_city","location_9_state","location_9_zip"
"2","2","2","2","1535820060531000","1","5358","2006","5","31","8","1234","12","91","9","1","6","4","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99",,,"0",,"0","9999","99","9999","99","9999","99","999","07JUN200610:15",,"5","1","5","7","3","693","3","747.8","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-94.207594 36.186507)",,,"12","72762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","2","2","2","1535820060318010","1","5358","2006","3","18","13","1618","12","91","5","1","7","1","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99",,,"0",,"0","9999","99","9999","99","9999","99","100",,,"5","1","19","7","2","599","2","1277.1","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-94.222503 42.710871)",,,"12","50548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","1","2","1","1535820060515020","1","5358","2006","5","15","21","1617","12","91","5","1","10","8","25","1","0","0","0","0","200","1","125","1","63","1","0","0","0","0","0","0","0","0","0","0","0","0",,,"0",,"0","250","1","38","1","0","0","100","07JUN200610:15",,"5","1","1","7","3","599","3","236","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-86.248201 33.185562)",,,"12","35150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","1","2","1","1535720061009010","1","5357","2006","10","9","12","1650","12","5","6","6","2","4","100","2","0","0","0","0","175","2","35","2","250","2","20","2","40","4","0","0","0","0","13","2","0","0",,"35","2","0","0",,"0",,"0",,"0","97","13NOV200610:15","0","7","3","47","7","5","948","5","470.1","1","0",,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-87.298181 35.949681)",,,"12","37025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","1","1","1535720061217000","1","5357","2006","12","17","8","1831","12","37","998","998","2","2","50","1","0","0","0","0","0","0","25","1","20","1","0","0","0","0","0","0","0","0","0","0","0","0",,"50","1","0","0",,"0",,"0",,"0","98","11JAN200710:15","0","7","17","13","7","6","648","6",,,"0",,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"POINT (-84.628712 31.552418)",,,"GA","39866",,,,"12","99998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","2","1","1000920060101010","1","9","2006","1","1","11","1440","12","57","998","998","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0",,"0",,"0","100","21FEB200610:15",,"7","60","12","7","1","725","1","16.1","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-82.652049 27.877759)",,,"12","33716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","2","1","1631020060630010","1","6310","2006","6","30","12","1447","34",,"998","998","1","3","30","1","0","0","0","0","0","0","20","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","100","20060920",,"7","10","42","5","3","1017","3","74.7","1","0","0",,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-75.223777 40.027184)",,,"34","19127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","1","1","1000920060101010","1","9","2006","1","1","13","1448","12","57","998","998","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0",,"0",,"0","100","21FEB200610:15",,"7","60","12","7","1","725","1","15.4","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"POINT (-82.609813 28.029203)",,,"FL","33635","POINT (-82.609813 28.029203)",,,"12","33635",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","1","2","1","1535720060827000","1","5357","2006","8","27","1","1437","12","45","3","3","2","2","100","2","0","0","0","0","0","0","30","2","500","2","0","0","30","2","0","0","0","0","0","0","0","0",,"200","2","0","0",,"0",,"0",,"0","95","11SEP200610:15",,"7","24","13","7","4","1540","4","364.5","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-84.841244 34.171453)",,,"12","30120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3","1535720060907000","1","5357","2006","9","7","2","1532","12","5",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"10OCT200610:15","0","5","2","47","7","5","1372","5","460.5","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-84.859812 35.689698)",,,"12","37381",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","1","2","1","1535820060521010","1","5358","2006","5","21","19","1727","12","91","3","2","9","5","20","1","0","0","0","0","400","1","60","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0",,"0","300","1","60","1","0","0","100","07JUN200610:15",,"5","3","13","7","3","608","3","355.6","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-84.088185 34.059983)",,,"12","30024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3","1535720060827000","1","5357","2006","8","27","8","1624","12","45",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"11SEP200610:15",,"7","40","12","7","4","904","4","0.3","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-85.316763 29.822064)",,,"12","32456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","2","2","1535820060408010","1","5358","2006","4","8","10","1439","12","91","998","998","15","15","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99",,,"0",,"0","9999","99","9999","99","9999","99","999","12MAY200610:15",,"5","1","28","7","2","692","2","163.1","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-88.766984 30.403575)",,,"12","39564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3","1535720060923010","1","5357","2006","9","23","11","1539","12","5",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"10OCT200610:15","0","5","3","12","7","5","663","5","54.3","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-85.569109 30.63078)",,,"12","32428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"3","1535720061009010","1","5357","2006","10","9","15","1653","12","5",,,,,,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,"0",,,"0",,"0",,"0",,"0",,"0",,"13NOV200610:15","0","7","3","47","7","5","948","5","470.1","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-87.298181 35.949681)",,,"12","37025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","1","1","1000920060101010","1","9","2006","1","1","16","1504","12","57","998","998","2","2","5","2","0","0","0","0","0","0","0","0","0","0","0","0","5","2","0","0","0","0","0","0","0","0",,"35","2","0","0",,"0",,"0",,"0","100","21FEB200610:15",,"7","15","12","7","1","725","1","11.5","1",,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"POINT (-82.463342 27.985044)",,,"FL","33603","POINT (-82.463342 27.985044)",,,"12","33603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1","8","1","1","1000920060101020","1","9","2006","1","1","20","1543","12","57","998","998","4","4","20","4","0","0","0","0","0","0","10","4","0","0","40","4","20","4","6","4","0","0","0","0","0","0",,"30","4","0","0",,"0",,"0",,"0","100","21FEB200610:15",,"7","156","12","7","1","725","1",,,,,,,,,,,,,,,,"1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"POINT (-82.447413 28.136668)",,,"FL","33549",,,,"12","99998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","1","2","2","1535820060327000","1","5358","2006","3","27","9","1305","12","91","4","1","4","2","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99","9999","99",,,"0",,"0","9999","99","9999","99","9999","99","75",,,"5","1","47","7","2","599","2","466.7","1",,,,,,,,,,,,,,"0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"POINT (-86.60557 36.323052)",,,"12","37075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
