OBJECTID,Tax_Code,GlobalID,Shape__Area,Shape__Length
693,001,dae1a07e-dd67-45c8-91e2-fba59c58020e,700606072.695557,412285.816764118
694,003,e52b8403-26ae-40d2-b732-21e7963b6300,28679066.6704102,77630.0204468688
695,004,eb0f06e3-d12c-4f2c-900e-19dfd204673d,24244955.1413574,39610.5586032689
696,005,8b80b58f-c247-4ad5-a7e0-cf67f8ec55f6,717841.98046875,3611.7500001939
697,006,68994f40-66bb-411c-9516-8a30ad2f51e1,33355318.463623,42008.4694978252
698,008,618a484b-c1dd-413a-9df8-97ea947fda08,92103436.5959473,102358.397640576
699,009,d5550f74-b351-46cd-b943-025c01292c47,72769.7202148438,1173.80666933852
700,011,0febd764-e295-4a93-99b5-07f8acd8c69e,83803.5087890625,1251.63388480399
701,012,8fc5a128-e3f4-4db8-8966-a89be67dcccf,292224.282226563,2346.78223987898
702,013,d7bc809b-fd1a-43ad-a570-0ef797f5acf4,17788406.9191895,28682.7079068933
703,014,3ef788e5-85c2-4955-a204-327cefb95966,16740760.3217773,23261.3281545625
704,015,b03b36fb-5cec-4d8e-a5af-3754bc4f4210,20668389.2158203,34967.4930708068
705,016,fafd50da-4c20-4207-b7e1-0691d811b04b,10865653.1005859,26619.611765978
